NUPATRIMONIO	SITUACAO	MARCA	CDLOCAL	MODELO	COR	DTAQUISICAO	DEHISTORICO	CDMATRFUNCIONARIO	CDPROJETO	USUARIO	DTOPERACAO	NUMOF	CODOBJETO	FLCONFERIDO
17085	Á DISPOSIÇÃO		1434			<null>		133838	750	RYAN	08/11/2024	47361	933	N
17086	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	07/11/2024	47361	933	N
17088	Á DISPOSIÇÃO		1434			<null>		133838	750	RYAN	08/11/2024	47361	933	N
17090	Á DISPOSIÇÃO		1434			<null>		133838	750	RYAN	08/11/2024	47361	933	N
17091	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	07/11/2024	47361	931	N
17095	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	07/11/2024	47361	933	N
17099	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	07/11/2024	47361	933	N
17100	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	07/11/2024	47361	931	N
17101	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	07/11/2024	47361	933	N
17102	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	07/11/2024	47361	931	N
17103	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	07/11/2024	47361	931	N
17104	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	07/11/2024	47361	933	N
17105	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	07/11/2024	47361	933	N
17109	EM USO		1429			<null>		133838	721	RYAN	25/07/2024	45507	579	N
17113	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	918	N
17115	Á DISPOSIÇÃO	DELL	1969			<null>	ESTOQUE	133838	8	BEA.SC	23/10/2025	47361	916	N
17116	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	917	N
17118	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	554	N
17122	EM USO	SWITCH ECS 24 PORTAS EDGECORE	1645			<null>		133838	877	CURY.SC	17/09/2025	<null>	1250	N
17123	EM USO	SWITCH ECS 24 PORTAS EDGECORE	1645			<null>		133838	877	CURY.SC	17/09/2025	<null>	1250	N
17124	EM USO	SWITCH ECS 24 PORTAS EDGECORE	1645			<null>		133838	877	CURY.SC	17/09/2025	47361	1250	N
17128	EM USO	SWITCH ECS 24 PORTAS EDGECORE	1645			<null>		133838	877	CURY.SC	17/09/2025	47361	1250	N
17131	Á DISPOSIÇÃO	GIGABIT	1645			<null>		133838	877	RYAN	07/11/2024	47361	906	N
17132	Á DISPOSIÇÃO	EDGECORE	1645			<null>		133838	877	RYAN	07/11/2024	47361	552	N
17135	EM USO		1645			<null>		133838	877	CURY.SC	17/09/2025	<null>	1250	N
17136	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	554	N
17146	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	554	N
17149	EM USO	DELL	1429			<null>		133838	721	RYAN	24/07/2024	45507	554	N
17152	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	554	N
17155	EM USO	DELL	1967			<null>	PUXADINHO - RENATO	133838	8	BEA.SC	14/11/2025	44136	185	N
17156	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17157	EM USO	DELL	1975			<null>	JURIDICO - MITILA	133838	8	BEA.SC	13/11/2025	44136	402	N
17158	EM USO	DELL	1429			<null>		133838	721	RYAN	24/07/2024	45507	554	N
17161	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	554	N
17162	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17164	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	554	N
17172	EM USO	DELL	1975			<null>	JURIDICO - JAQUELINE	133838	8	BEA.SC	13/11/2025	44136	402	N
17173	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	554	N
17174	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17175	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	667	N
17176	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	554	N
17188	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	554	N
17189	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	01/11/2024	47361	930	N
17191	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	554	N
17194	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	554	N
17197	EM USO	DELL	1975			<null>	JURIDICO - FRANCINE	133838	8	BEA.SC	13/11/2025	44136	185	N
17199	EM USO	DELL	1			<null>	SAIDA DA MATRIZ 06/2025	133838	197	RYAN	26/06/2025	44136	402	N
17200	EM USO		1			<null>		133838	197	RYAN	09/07/2025	44244	151	N
17203	EM USO	DELL	4			<null>	RH SC - GREICE	133838	8	BEA.SC	20/10/2025	44136	185	N
17204	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	07/11/2024	47361	390	N
17207	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	01/11/2024	47361	930	N
17212	EM USO	DELL	1969			<null>	STI ANDRÉ - MATRIZ	133838	8	BEATRIZ.SC	13/06/2025	44136	185	N
17214	EM USO		2042			<null>	GABRIELA	133838	8	BEA.SC	01/12/2025	<null>	402	S
17215	EM USO	DELL	2020			<null>	FINANCEIRO - KELLY	133838	8	BEA.SC	06/11/2025	44136	185	N
17217	EM USO		1			<null>	RECEPÇÃO	133838	197	RYAN	12/09/2024	44244	89	N
17218	EM USO		1			<null>		133838	197	RYAN	09/07/2025	44244	151	N
17219	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	01/11/2024	47361	930	N
17220	EM USO	DELL	4			<null>	SEGURANÇA DO TRABALHO	133838	8	BEA.SC	17/10/2025	<null>	402	N
17221	EM USO		4			1899-12-30	CORREIOS	133838	8	BEA.SC	26/08/2025	44136	151	N
17223	EM USO	DELL	4			<null>		133838	8	BEA.SC	20/10/2025	44136	402	N
17224	EM USO		2020			<null>	FINANCEIRO - SERGIO	133838	8	BEA.SC	04/11/2025	44136	185	N
17226	EM USO	DELL	4			<null>		133838	8	BEA.SC	20/10/2025	44136	402	N
17229	EM USO	DELL	1969	"19"""		<null>	USO NO LABORATÓRIO	133838	8	BEA.SC	23/10/2025	44136	402	N
17230	EM USO		1967			<null>	MATRIZ RH - TAIZE	133838	8	BEA.SC	17/11/2025	<null>	151	N
17232	EM USO	DELL	1			<null>		133838	195	RYAN	09/08/2024	44233	667	N
17235	Á DISPOSIÇÃO	DELL	2042			<null>	CONTABILIDADE VITÓRIA	158417	8	BEA.SC	23/10/2025	44136	402	N
17236	EM USO		1430			<null>	NAIARA	133838	665	RYAN	18/07/2024	44128	151	N
17237	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17241	EM USO	DELL	1431			<null>	DEPARTAMENTO PESSOAL	133838	200	RYAN	31/07/2024	45608	402	N
17242	EM USO	DELL	4			<null>	SEGURANÇA DO TRABALHO	10413	8	BEA.SC	17/10/2025	44136	185	N
17244	EM USO	DELL	2020			<null>	FINANCEIRO - CLAUDIA	133838	8	BEA.SC	04/11/2025	44136	402	N
17245	EM USO	DELL	1968			<null>	DEPARTAMENTO PESSOAL - DAIANE	133838	8	BEA.SC	13/11/2025	44136	185	N
17248	EM USO	DELL	3			<null>		133838	530	RYAN	28/06/2024	44136	185	N
17249	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17250	EM USO	DELL	1431			<null>	DEPARTAMENTO PESSOAL	133838	200	RYAN	31/07/2024	45608	402	N
17258	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17261	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	01/11/2024	47361	930	N
17265	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	667	N
17266	EM USO	DELL	1429			<null>		133838	721	RYAN	24/07/2024	45507	554	N
17273	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17274	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	667	N
17276	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17277	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	667	N
17282	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17301	EM USO	DELL	2033			<null>	SALA DE REUNIÃO	133838	8	BEA.SC	22/10/2025	44136	667	N
17306	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17310	EM USO	DELL	1			<null>		133838	195	RYAN	09/08/2024	44233	667	N
17315	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17324	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17327	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	01/11/2024	47361	930	N
17330	EM USO	DELL	1			<null>	MATRIZ RH - TAIZE	133838	8	RYAN	03/09/2024	44136	185	N
17331	EM USO	DELL	1967			<null>	PUXADINHO - TATIANE SILVEIRA - COTAS	133838	8	BEA.SC	14/11/2025	44136	402	N
17336	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	01/11/2024	47361	930	N
17346	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	667	N
17348	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	01/11/2024	47361	930	N
17353	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	554	N
17356	EM USO		2033			<null>		133838	8	BEA.SC	23/10/2025	<null>	185	N
17359	EM USO	DELL	1429			<null>		133838	721	RYAN	24/07/2024	45507	554	N
17362	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	554	N
17363	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	01/11/2024	47361	930	N
17364	EM USO	DELL	1968			<null>	DEPARTAMENTO PESSOAL - JAQUELINE	133838	8	BEA.SC	13/11/2025	44136	402	N
17369	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	01/11/2024	47361	930	N
17372	Á DISPOSIÇÃO		1434			<null>		133838	750	RYAN	01/11/2024	47361	955	N
17378	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17384	EM USO		1			<null>	*** INSERIDO EM GRUPO. AGUARDANDO INFORMAçõES PARA O TéRMINO DO CADASTRO.	133838	195	RYAN	14/05/2024	44233	152	N
17390	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	01/11/2024	47361	930	N
17392	Á DISPOSIÇÃO	DELL	1645			<null>		133838	877	RYAN	07/11/2024	47361	554	N
17396	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17399	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	01/11/2024	47361	930	N
17404	EM USO		1			<null>		133838	100001	BEA.SC	03/12/2025	44136	390	N
17408	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	01/11/2024	47361	930	N
17420	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17423	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17435	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17438	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	31/10/2024	47361	930	N
17447	Á DISPOSIÇÃO		1645			<null>		133838	877	RYAN	01/11/2024	47361	930	N
17459	Á DISPOSIÇÃO	POWNER	1642	ALTA PRESSÃO 19 L 1900 W 220 V		<null>	220V /	185895	999915	TIAGOP	26/08/2025	51579	362	N
17460	BAIXA	ELETROLUX	4634	AND 01 220 V		<null>		133838	463	BEA.SC	12/11/2025	<null>	<null>	S
17461	BAIXA	COMPACTA	4634	COMPACTA PLUS VERMELHA		<null>		133838	463	BEA.SC	12/11/2025	<null>	<null>	S
17462	Á DISPOSIÇÃO	ELETROLUX	1	AWD 01 - 220 V		<null>	EQUIPAMENTO COM ACESSORIOS	133838	100001	RYAN	15/08/2024	44136	<null>	N
17463	BAIXA	MOR	4632	ABRIR 7 DEGRAUS		<null>		133838	463	BEA.SC	12/11/2025	<null>	<null>	S
17464	BAIXA	BOSCH	6131	GSB 13 RE - 650 W 220 V		<null>		133838	613	BEA.SC	12/11/2025	<null>	<null>	S
17465	EM USO	MOR	1066	5 DEGRAUS		<null>		133838	379	BEA.SC	03/09/2025	44079	239	S
17466	Á DISPOSIÇÃO	ELETROLUX	1642	EQUIPT 1800 W 220 V		<null>		185895	999915	TIAGOP	02/12/2025	<null>	1283	S
17467	CONSERTO	ELETROLUX	1642	2200W -220V ULTRAPÓ		<null>	EQUIPAMENTO COM ACESSORIOS	185895	999915	TIAGOP	29/09/2025	44136	364	N
17469	BAIXA	MOR	6321	ABRIR 5 DEGRAUS		<null>	BAIXA	133838	632	BEA.SC	11/11/2025	<null>	<null>	S
17470	BAIXA	LAVOR	6321	VAC 22 - 220 V		<null>	EQUIPAMENTO COM ACESSORIS - BAIXA	133838	632	BEA.SC	11/11/2025	<null>	<null>	S
17471	BAIXA	ALUMASA	6322	ABRIR 7 DEGRAUS		<null>	EQUIPAMENTO COM ACESSORIOS - BAIXA	133838	632	BEA.SC	11/11/2025	<null>	<null>	S
17472	BAIXA	CLEANER	6322	CL 350		<null>	EQUI´PAMENTO COM ACESSORIOS - BAIXA	133838	632	BEA.SC	11/11/2025	<null>	<null>	S
17473	BAIXA	COMPACTA	6322	CINZA		<null>	BAIXA	133838	632	BEA.SC	11/11/2025	<null>	<null>	S
17474	BAIXA	LAVOR	6323	VAC 22 - 220 V		<null>	EQUIPAMENTO COM ACESSORIOS - BAIXA	133838	632	BEA.SC	11/11/2025	<null>	<null>	S
17475	BAIXA	MOR	6323	7 DEGRAUS		<null>	BAIXA	133838	632	BEA.SC	11/11/2025	<null>	<null>	S
17476	BAIXA	SBA	1	ABRIR 8 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17477	BAIXA	SBA	1	ABRIR 8 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17478	EM USO	SBA	1	ABRIR 8 DEGRAUS		<null>		133838	199	TEIXEIRA	17/09/2019	<null>	<null>	S
17479	EM USO	SBA	1	ABRIR 8 DEGRAUS		<null>		133838	199	TEIXEIRA	17/09/2019	<null>	<null>	S
17480	BAIXA	SBA	1	ABRIR 8 DEGRAUS		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17481	EM USO	SBA	1	ABRIR 8 DEGRAUS		<null>		133838	199	TEIXEIRA	17/09/2019	<null>	<null>	S
17482	BAIXA	MAESTRO	1	ABRIR 7 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17483	EM USO		1		<null>	<null>	<null>	133838	8	SISTEMA	28/11/2025	<null>	<null>	<null>
17484	BAIXA	METALMIX	1	ABRIR 7 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17485	EM USO	MAESTRO	1	ABRIR 5 DEGRAUS		<null>	ESCADA ESTÁ COM DONA SANDRA.	133838	8	TEIXEIRA	05/09/2019	<null>	<null>	S
17486	BAIXA	METALMIX	1	ABRIR 5 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17487	BAIXA	METALMIX	1	ABRIR 5 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17488	EM USO	SBA	1	ABRIR 5 DEGRAUS		<null>		133838	199	TEIXEIRA	12/08/2019	<null>	<null>	S
17489	EM USO	SBA	1	ABRIR 5 DEGRAUS		<null>		133838	199	TEIXEIRA	12/08/2019	<null>	<null>	S
17490	EM USO	SBA	1	ABRIR 5 DEGRAUS		<null>		133838	199	TEIXEIRA	12/08/2019	<null>	<null>	S
17491	BAIXA	SBA	1	ABRIR 8 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17492	EM USO	SBA	1	ABRIR 6 DEGRAUS		<null>		133838	199	TEIXEIRA	12/08/2019	<null>	<null>	S
17493	EM USO	SBA	1	ABRIR 5 DEGRAUS		<null>		133838	199	TEIXEIRA	12/08/2019	<null>	<null>	S
17494	BAIXA	MAESTRO	1	ABRIR 7 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17495	EM USO	MOR	1	ABRIR 7 DEGRAUS		<null>		133838	199	TEIXEIRA	16/08/2019	<null>	<null>	S
17496	BAIXA	METALMIX	1	ABRIR 7 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17497	BAIXA	SBA	1	ABRIR 8 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17498	BAIXA	METALMIX	1	ABRIR 7 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17499	BAIXA	MAESTRO	1	ABRIR 5 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17500	BAIXA		1	ABRIR 4 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17501	EM USO	MOR	1	ABRIR 7 DEGRAUS		<null>		133838	199	TEIXEIRA	16/08/2019	<null>	<null>	S
17502	EM USO	MOR	1	ABRIR 7 DEGRAUS		<null>		133838	199	TEIXEIRA	16/08/2019	<null>	<null>	S
17503	EM USO	MOR	1	ABRIR 7 DEGRAUS		<null>		133838	199	TEIXEIRA	16/08/2019	<null>	<null>	S
17504	BAIXA	MOR	1	ABRIR 7 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17505	EM USO	MOR	1	ABRIR 7 DEGRAUS		<null>		133838	199	TEIXEIRA	16/08/2019	<null>	<null>	S
17507	EM USO	MOR	1	ABRIR 7 DEGRAUS		<null>		133838	199	TEIXEIRA	16/08/2019	<null>	<null>	S
17508	EM USO	MOR	1	ABRIR 7 DEGRAUS		<null>		133838	199	TEIXEIRA	17/09/2019	<null>	<null>	S
17509	BAIXA		1	ABRIR 5 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17510	Á DISPOSIÇÃO	SBA	1642	EXTENSIVEL 24 DEGRAUS		<null>		185895	999915	TIAGOP	22/08/2025	<null>	<null>	S
17511	Á DISPOSIÇÃO	SBA	1642	EXTENSIVEL 24 DEGRAUS		<null>		185895	999915	TIAGOP	22/08/2025	<null>	<null>	S
17512	CONSERTO	LAVOR	1642	KRONOS 23 1400 W 110 V		<null>		185895	999915	TIAGOP	07/10/2025	<null>	1191	S
17513	BAIXA	LAVAWET	1	LAVAWET 127 1200 W 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17514	BAIXA	LAVOR	1	TRENTAX 1200 W 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17515	BAIXA	LAVOR	1	TRENTAX 1200 W 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17516	BAIXA	ELETROLUX	1	ULTRALUX 50 GT 300 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17517	BAIXA	CERTEC	1	110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17518	BAIXA	CERTEC	1	110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17519	BAIXA	WAP	1	TURBO GT 1300 W - 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17520	BAIXA	LAVOR PRO	1	KRONOS 23 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17521	BAIXA	LAVOR PRO	1	KRONOS 23 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17522	BAIXA	LAVOR PRO	1	KRONOS 23 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17523	CONSERTO	LAVOR PRO	1	KRONOS 23 110 V		<null>		133838	100001	TEIXEIRA	29/04/2019	<null>	<null>	S
17524	BAIXA	LAVOR PRO	1	KRONOS 23 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17525	BAIXA	LAVOR PRO	1	KRONOS 23 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17526	BAIXA	LAVOR PRO	1	KRONOS 23 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17527	BAIXA	LAVOR	1	KRONOS 23 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17528	BAIXA	LAVOR	1	KRONOS 23 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17529	BAIXA	LAVAWET	1	127- 1200 W 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17530	EM USO	ELETROLUX	1	GT 3000 PRO 110 V		<null>		133838	199	TEIXEIRA	17/09/2019	<null>	<null>	S
17531	BAIXA	LAVOR	1	TRENTAX 1200 W 110V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17532	BAIXA	LAVOR	1	TRENTAX 1200 W 110V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17533	BAIXA	LAVOR	1	TRENTAX 1200 W 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17534	BAIXA	LAVOR	1	TRENTAX 1200 W 110V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17535	BAIXA	LAVOR	1	TRENTAX 1200 W 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17536	BAIXA	LAVOR	1	TRENTAX 1200W 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17537	BAIXA	LAVOR	1	TRENTAX 1200 W 110V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17538	BAIXA	LAVOR	1	TRENTAX 1200 W 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17539	EM USO	ELETROLUX	1	BT 30000 PRO 110 V		<null>		133838	199	TEIXEIRA	17/09/2019	<null>	<null>	S
17540	BAIXA	ELETROLUX	1	BT 30000 PRO 110 V		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17541	EM USO	ELETROLUX	1	BT 3000 PRO 110 V		<null>		133838	199	TEIXEIRA	17/09/2019	<null>	<null>	S
17542	Á DISPOSIÇÃO	ELETROLUX	1642	BT 3000 PRO 110 V		<null>		185895	999915	TIAGOP	07/10/2025	<null>	<null>	S
17543	EM USO	ELETROLUX	1	BT 3000 PRO 110 V		<null>		133838	199	TEIXEIRA	17/09/2019	<null>	<null>	S
17544	EM USO	ELETROLUX	1	BT 3000 PRO 110 V		<null>		133838	199	TEIXEIRA	17/09/2019	<null>	<null>	S
17545	BAIXA	ELETROLUX	1	GT 2000 PRO		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17546	BAIXA		1	BASE DE METAL TAMPO DE MADEIRA		<null>		133838	100001	BRUNO	02/12/2025	<null>	<null>	S
17547	Á DISPOSIÇÃO		2059	BASE DE METAL TAMPO DE MADEIRA		<null>		133838	8	BEA.SC	02/12/2025	<null>	<null>	S
17548	EM USO		2056	BASE METAL TAMPO DE MADEIRA		<null>		133838	999914	BEA.SC	24/11/2025	<null>	409	S
17549	BAIXA		1	BASE METAL TAMPO DE MADEIRA		<null>		133838	100001	BRUNO	02/12/2025	<null>	<null>	S
17550	BAIXA		1	BASE DE METAL TAMPO DE MADEIRA		<null>		133838	100001	BRUNO	02/12/2025	<null>	<null>	S
17551	EM USO		2056	BASE METAL TAMPO MADEIRA		<null>		133838	999914	BEA.SC	21/11/2025	<null>	<null>	S
17552	BAIXA		1	BASE DE METAL TAMPO DE MADEIRA		<null>		133838	100001	BRUNO	02/12/2025	<null>	<null>	S
17553	EM USO		2056	BASE METAL TAMPO DE MADEIRA		<null>		133838	999914	BEA.SC	24/11/2025	<null>	409	S
17554	BAIXA		1	BASE DE METAL TAMPO DE MADEIRA		<null>		133838	100001	BRUNO	02/12/2025	<null>	<null>	S
17555	EM USO		2056	BASE DE METAL TAMPO MADEIRA		<null>		133838	999914	BEA.SC	24/11/2025	<null>	<null>	S
17556	EM USO		2056	BASE DE METAL TAMPO MADEIRA		<null>		133838	999914	BEA.SC	24/11/2025	<null>	409	S
17557	BAIXA		1	12 DEGRAUS		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17558	BAIXA	CLEANER	1	CL 400 110 V		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17559	BAIXA	CLEANER	1	CL 400 110 V		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17560	BAIXA	CLEANER	1	CL 400  110 V		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17561	Á DISPOSIÇÃO	CLEANER	1642	CL 400  110 V		<null>		185895	999915	TIAGOP	02/10/2025	<null>	345	S
17562	BAIXA	CLEANER	1	CL 400 110 V		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17563	Á DISPOSIÇÃO	CLEANER	1431	CL 400 110 V		<null>	GARAGEM (DEFEITO) - 220V	133838	200	RYAN	05/08/2024	45608	44	N
17564	EM USO	CLEANER	1	CL 4OO 110 V		<null>		133838	199	TEIXEIRA	16/08/2019	<null>	<null>	S
17565	Á DISPOSIÇÃO	CLEANER	1642	CL 400 110 V		<null>		185895	999915	TIAGOP	02/12/2025	<null>	126	S
17566	BAIXA	CLEANER	1	HS 1500 220 V		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17567	EM USO	CLEANER	1	HS 1500 220 V		<null>		133838	16	TEIXEIRA	09/08/2019	<null>	<null>	S
17568	BAIXA	CLEANER	1	HS 1500 220 V		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17569	Á DISPOSIÇÃO	CLEANER	1642	CL 400 110 V		<null>		185895	999915	TIAGOP	12/11/2025	<null>	<null>	S
17572	EM USO	CLEANER	1	CL400 110V		<null>		133838	199	TEIXEIRA	16/08/2019	<null>	<null>	S
17573	EM USO	CLEANER	1	CL 400 110 V		<null>		133838	199	TEIXEIRA	17/09/2019	<null>	<null>	S
17574	EM USO	CLEANER	1	CL 400 110 V		<null>		133838	199	TEIXEIRA	16/08/2019	<null>	<null>	S
17575	BAIXA	NAO IDENTIFICADO	1	NAO IDENTIFICADO		<null>		133838	100001	BEA.SC	12/11/2025	<null>	<null>	S
17576	BAIXA	CLEANER	1	CL 350 220 V		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17577	BAIXA	CLEANER	1	CL 350 110 V		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
17578	EM USO	DEEP CLEAN	474	CL 350 110		<null>		133838	648	BEA.SC	12/11/2025	<null>	<null>	S
17579	BAIXA	DEEP CLEAN	1	CL 350 110 V		<null>		133838	100001	BEA.SC	04/11/2025	<null>	<null>	S
